202500000000129;02812468000106;06/03/2025;02/04/2025;6480;0;0;0;0;0;0;0
202500000000160;02812468000106;07/03/2025;02/04/2025;3900;0;0;0;0;0;0;0
202500000000030;02812468000106;06/02/2025;02/04/2025;10800;0;0;0;0;0;0;0
202500000000164;13360276000122;07/03/2025;03/04/2025;3340,76;0;0;0;24,44;112,80;37,60;56,40
202500000000165;13360276000122;07/03/2025;03/04/2025;2985,36;0;0;0;21,84;100,80;33,60;50,40
202500000000190;13360276000122;16/03/2025;03/04/2025;2843,20;0;0;0;20,80;96;32;48
202500000000191;13360276000122;16/03/2025;03/04/2025;2843,20;0;0;0;20,80;96;32;48
202500000000192;13360276000122;16/03/2025;03/04/2025;4797,90;0;0;0;35,10;162;54;81
202500000000193;13360276000122;16/03/2025;03/04/2025;8671,76;0;0;0;63,44;292,80;97,60;146,40
202500000000194;13360276000122;16/03/2025;03/04/2025;7960,96;0;0;0;58,24;268,80;89,60;134,40
202500000000195;13360276000122;16/03/2025;03/04/2025;5331;0;0;0;39;180;60;90
202500000000196;13360276000122;16/03/2025;03/04/2025;7818,80;0;0;0;57,20;264;88;132
202500000000197;13360276000122;16/03/2025;03/04/2025;9737,96;0;0;0;71,24;328,80;109,60;164,40
202500000000198;13360276000122;16/03/2025;03/04/2025;8671,76;0;0;0;63,44;292,80;97,60;146,40
202500000000212;13360276000122;21/03/2025;03/04/2025;5917,41;0;0;0;43,29;199,80;66,60;99,90
202500000000250;13360276000122;06/04/2025;03/04/2025;4709,05;0;0;0;34,45;159;53;79,50
202500000000181;02812468000106;15/03/2025;07/04/2025;4800;0;0;0;0;0;0;0
202500000000184;02812468000106;16/03/2025;07/04/2025;7680;0;0;0;0;0;0;0
202500000000213;02812468000106;05/04/2025;07/04/2025;4000;0;0;0;0;0;0;0
202500000000214;02812468000106;05/04/2025;07/04/2025;4000;0;0;0;0;0;0;0
202500000000215;02812468000106;05/04/2025;07/04/2025;5200;0;0;25;0;0;0;0
202500000000216;02812468000106;05/04/2025;07/04/2025;1300;0;0;0;0;0;0;0
202500000000217;02812468000106;05/04/2025;07/04/2025;1300;0;0;0;0;0;0;0
202500000000218;02812468000106;05/04/2025;07/04/2025;1440;0;0;0;0;0;0;0
202500000000219;02812468000106;05/04/2025;07/04/2025;6700;0;0;0;0;0;0;0
202500000000220;02812468000106;05/04/2025;07/04/2025;16880;0;0;0;0;0;0;0
202500000000221;02812468000106;05/04/2025;07/04/2025;1440;0;0;0;0;0;0;0
202500000000222;02812468000106;05/04/2025;07/04/2025;1560;0;0;0;0;0;0;0
202500000000223;02812468000106;05/04/2025;07/04/2025;1300;0;0;0;0;0;0;0
202500000000224;02812468000106;05/04/2025;07/04/2025;1440;0;0;0;0;0;0;0
202500000000225;02812468000106;05/04/2025;07/04/2025;11520;0;0;0;0;0;0;0
202500000000226;02812468000106;05/04/2025;07/04/2025;2800;0;0;0;0;0;0;0
202500000000227;02812468000106;05/04/2025;07/04/2025;4880;0;0;0;0;0;0;0
202500000000228;02812468000106;05/04/2025;07/04/2025;6480;0;0;0;0;0;0;0
202500000000229;02812468000106;05/04/2025;07/04/2025;6480;0;0;0;0;0;0;0
202500000000230;02812468000106;05/04/2025;07/04/2025;6480;0;0;0;0;0;0;0
202500000000231;02812468000106;05/04/2025;07/04/2025;1300;0;0;0;0;0;0;0
202500000000232;02812468000106;05/04/2025;07/04/2025;6480;0;0;0;0;0;0;0
202500000000233;02812468000106;05/04/2025;07/04/2025;5400;0;0;0;0;0;0;0
202500000000234;02812468000106;05/04/2025;07/04/2025;3000;0;0;0;0;0;0;0
202500000000235;02812468000106;05/04/2025;07/04/2025;6480;0;0;0;0;0;0;0
202500000000236;02812468000106;05/04/2025;07/04/2025;4100;0;0;0;0;0;0;0
202500000000237;02812468000106;05/04/2025;07/04/2025;5200;0;0;0;0;0;0;0
202500000000238;02812468000106;05/04/2025;07/04/2025;11200;0;0;0;0;0;0;0
202500000000239;02812468000106;05/04/2025;07/04/2025;2800;0;0;0;0;0;0;0
202500000000244;02812468000106;06/04/2025;07/04/2025;4000;0;0;0;0;0;0;0
202500000000245;02812468000106;06/04/2025;07/04/2025;4680;0;0;0;0;0;0;0
202500000000247;02812468000106;06/04/2025;07/04/2025;1440;0;0;0;0;0;0;0
202500000000251;02812468000106;06/04/2025;07/04/2025;6000;0;0;0;0;0;0;0
202500000000248;02812468000106;06/04/2025;11/04/2025;7100;0;0;0;0;0;0;0
202500000000249;02812468000106;06/04/2025;11/04/2025;2600;0;0;0;0;0;0;0
202500000000253;02812468000106;12/04/2025;14/04/2025;2600;0;0;0;0;0;0;0
202500000000254;02812468000106;12/04/2025;14/04/2025;1500;0;0;0;0;0;0;0
202500000000256;02812468000106;12/04/2025;14/04/2025;1300;0;0;0;0;0;0;0
202500000000257;02812468000106;12/04/2025;14/04/2025;6700;0;0;0;0;0;0;0
202500000000258;02812468000106;12/04/2025;14/04/2025;16880;0;0;0;0;0;0;0
202500000000259;02812468000106;12/04/2025;14/04/2025;5760;0;0;0;0;0;0;0
202500000000260;02812468000106;12/04/2025;14/04/2025;1300;0;0;0;0;0;0;0
202500000000261;02812468000106;12/04/2025;14/04/2025;4920;0;0;0;0;0;0;0
202500000000262;02812468000106;12/04/2025;14/04/2025;8400;0;0;0;0;0;0;0
202500000000263;02812468000106;12/04/2025;14/04/2025;5200;0;0;0;0;0;0;0
202500000000101;13360276000122;14/02/2025;10/04/2025;8174,20;0;0;0;59,80;276;92;138
202500000000105;13360276000122;14/02/2025;10/04/2025;7980,96;0;0;0;58,24;268,80;89,60;134,40
202500000000113;13360276000122;01/03/2025;10/04/2025;2985,36;0;0;0;21,84;100,80;33,60;50,40
202500000000166;13360276000122;07/03/2025;10/04/2025;5899,64;0;0;0;43,16;199,20;66,40;99,60
202500000000207;13360276000122;21/03/2025;10/04/2025;6255,04;0;0;0;45,76;211,20;70,40;105,60
202500000000210;13360276000122;21/03/2025;10/04/2025;4606,87;0;0;0;33,70;155,55;51,85;77,78
202500000000266;13360276000122;12/04/2025;10/04/2025;2843,20;0;0;0;20,80;96;32;48
202500000000269;13360276000122;12/04/2025;10/04/2025;8671,76;0;0;0;63,44;292,80;97,60;146,40
202500000000270;13360276000122;12/04/2025;10/04/2025;7960,96;0;0;0;58,24;268,80;89,60;134,40
202500000000271;13360276000122;12/04/2025;10/04/2025;5331;0;0;0;39;180;60;90
202500000000303;13360276000122;25/04/2025;10/04/2025;8671,76;0;0;0;63,44;292,80;97,60;146,40
202500000000304;13360276000122;25/04/2025;10/04/2025;8529,60;0;0;0;62,40;288;96;144
202500000000306;13360276000122;25/04/2025;10/04/2025;8671,76;0;0;0;63,44;292,80;97,60;146,40
202500000000267;13360276000122;12/04/2025;10/04/2025;2843,20;0;0;0;20,80;96;32;48
202500000000268;13360276000122;12/04/2025;10/04/2025;4797,90;0;0;0;35,10;162;54;81
202500000000272;13360276000122;12/04/2025;10/04/2025;7818,80;0;0;0;57,20;264;88;132
202500000000273;13360276000122;12/04/2025;10/04/2025;8885;0;0;0;65;300;100;150
202500000000274;13360276000122;12/04/2025;10/04/2025;8671,76;0;0;0;63,44;292,80;97,60;146,40
202500000000275;13360276000122;12/04/2025;10/04/2025;3340,76;0;0;0;24,44;112,80;37,60;56,40
202400000000787;02812468000106;02/01/2025;05/03/2025;6480;0;0;0;0;0;0;0
202500000000023;02812468000106;06/02/2025;05/03/2025;3900;0;0;0;0;0;0;0
202500000000024;02812468000106;06/02/2025;05/03/2025;4100;0;0;0;0;0;0;0
202500000000079;02812468000106;13/02/2025;05/03/2025;7080;0;0;0;0;0;0;0
202400000000774;02812468000106;02/01/2025;07/03/2025;2800;0;0;0;0;0;0;0
202500000000126;02812468000106;06/03/2025;07/03/2025;9600;0;0;0;0;0;0;0
202500000000128;02812468000106;06/03/2025;07/03/2025;6480;0;0;0;0;0;0;0
202500000000137;02812468000106;07/03/2025;07/03/2025;6480;0;0;0;0;0;0;0
202500000000152;02812468000106;07/03/2025;07/03/2025;1560;0;0;0;0;0;0;0
202500000000153;02812468000106;07/03/2025;07/03/2025;1560;0;0;0;0;0;0;0
202500000000156;02812468000106;07/03/2025;07/03/2025;2050;0;0;0;0;0;0;0
202500000000019;02812468000106;06/02/2025;07/03/2025;4880;0;0;0;0;0;0;0
202500000000020;02812468000106;06/02/2025;07/03/2025;2600;0;0;0;0;0;0;0
202500000000025;02812468000106;06/02/2025;07/03/2025;4100;0;0;0;0;0;0;0
202500000000027;02812468000106;06/02/2025;07/03/2025;5400;0;0;0;0;0;0;0
202500000000028;02812468000106;06/02/2025;07/03/2025;5920;0;0;0;0;0;0;0
202500000000086;02812468000106;13/02/2025;07/03/2025;1500;0;0;0;0;0;0;0
202500000000087;02812468000106;13/02/2025;07/03/2025;2600;0;0;0;0;0;0;0
202400000000710;02812468000106;01/12/2024;10/03/2025;4800;0;0;0;0;0;0;0
202500000000121;02812468000106;06/03/2025;10/03/2025;4920;0;0;0;0;0;0;0
202500000000123;02812468000106;06/03/2025;10/03/2025;4920;0;0;0;0;0;0;0
202500000000124;02812468000106;06/03/2025;10/03/2025;7680;0;0;0;0;0;0;0
202500000000125;02812468000106;06/03/2025;10/03/2025;7680;0;0;0;0;0;0;0
202500000000127;02812468000106;06/03/2025;10/03/2025;1300;0;0;0;0;0;0;0
202500000000130;02812468000106;06/03/2025;10/03/2025;2400;0;0;0;0;0;0;0
202500000000131;02812468000106;06/03/2025;10/03/2025;2400;0;0;0;0;0;0;0
202500000000134;02812468000106;06/03/2025;10/03/2025;4920;0;0;0;0;0;0;0
202500000000135;02812468000106;07/03/2025;10/03/2025;5200;0;0;0;0;0;0;0
202500000000136;02812468000106;07/03/2025;10/03/2025;6480;0;0;0;0;0;0;0
202500000000138;02812468000106;07/03/2025;10/03/2025;6480;0;0;0;0;0;0;0
202500000000139;02812468000106;07/03/2025;10/03/2025;5400;0;0;0;0;0;0;0
202500000000140;02812468000106;07/03/2025;10/03/2025;13050;0;0;0;0;0;0;0
202500000000141;02812468000106;07/03/2025;10/03/2025;5760;0;0;0;0;0;0;0
202500000000143;02812468000106;07/03/2025;10/03/2025;9070;0;0;0;0;0;0;0
202500000000144;02812468000106;07/03/2025;10/03/2025;11320;0;0;0;0;0;0;0
202500000000145;02812468000106;07/03/2025;10/03/2025;3000;0;0;0;0;0;0;0
202500000000148;02812468000106;07/03/2025;10/03/2025;4920;0;0;0;0;0;0;0
202500000000149;02812468000106;07/03/2025;10/03/2025;6480;0;0;0;0;0;0;0
202500000000150;02812468000106;07/03/2025;10/03/2025;4100;0;0;0;0;0;0;0
202500000000151;02812468000106;07/03/2025;10/03/2025;14280;0;0;0;0;0;0;0
202500000000154;02812468000106;07/03/2025;10/03/2025;4920;0;0;0;0;0;0;0
202500000000155;02812468000106;07/03/2025;10/03/2025;4920;0;0;0;0;0;0;0
202500000000159;02812468000106;07/03/2025;10/03/2025;14200;0;0;0;0;0;0;0
202500000000161;02812468000106;07/03/2025;10/03/2025;6480;0;0;0;0;0;0;0
202500000000162;02812468000106;07/03/2025;10/03/2025;4920;0;0;0;0;0;0;0
202500000000018;02812468000106;06/02/2025;10/03/2025;1300;0;0;0;0;0;0;0
202500000000122;02812468000106;06/03/2025;17/03/2025;11520;0;0;0;0;0;0;0
202500000000178;02812468000106;15/03/2025;17/03/2025;5640;0;0;0;0;0;0;0
