FASITEC DESENVOLVIMENTO E TECNOLOGIA LTDA;;;;;;;;;;;;;;;;;;;;;;;;;;Página:;;1/235;;
CNPJ:;;00483195000178;;;;;;;;;;;;;;;;;;;;;;;;Emissão:;;27/06/2025;;
Período:;;01/01/2024;;;;;;a;;31/12/2024;;;;;;;;;;;;;;;;Hora:;;14:23:05;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RETENÇÕES A COMPENSAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Código;;;;;Imposto;;;;;;Nota;;Tipo;;Data;;Valor Contábil;;Retenção;;;;;;;;Cód. Rec.
Cliente:;;;;;2;;;;;;CAIXA ECONOMICA FEDERAL;;;;;;;;;;;CNPJ:;;;00360305005920;;;;;
;;;16;;;;;IRRF;;;;;;202400000003368;;Serviço;;01/06/2024;;457,84;;21,98;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003369;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003370;;Serviço;;01/06/2024;;957,60;;45,96;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003371;;Serviço;;01/06/2024;;6.991,41;;335,59;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003372;;Serviço;;01/06/2024;;974,68;;46,78;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003373;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003374;;Serviço;;01/06/2024;;4.184,60;;200,86;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003375;;Serviço;;01/06/2024;;424,32;;20,37;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003376;;Serviço;;01/06/2024;;1.576,48;;75,67;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003377;;Serviço;;01/06/2024;;3.897,54;;187,08;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003378;;Serviço;;01/06/2024;;1.396,72;;67,04;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003379;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003380;;Serviço;;01/06/2024;;1.751,87;;84,09;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003381;;Serviço;;01/06/2024;;3.271,72;;157,04;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003382;;Serviço;;01/06/2024;;5.727,72;;274,93;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003383;;Serviço;;01/06/2024;;846,26;;40,62;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003384;;Serviço;;01/06/2024;;1.691,06;;81,17;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003385;;Serviço;;01/06/2024;;1.792,65;;86,05;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003386;;Serviço;;01/06/2024;;450,00;;21,60;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003388;;Serviço;;01/06/2024;;6.243,46;;299,69;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003389;;Serviço;;01/06/2024;;3.922,50;;188,28;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003390;;Serviço;;01/06/2024;;1.572,50;;75,48;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003391;;Serviço;;01/06/2024;;2.237,25;;107,39;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003392;;Serviço;;01/06/2024;;727,50;;34,92;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003393;;Serviço;;01/06/2024;;350,00;;16,80;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003394;;Serviço;;01/06/2024;;2.291,40;;109,99;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003396;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003397;;Serviço;;01/06/2024;;1.490,55;;71,55;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003399;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003400;;Serviço;;01/06/2024;;1.051,65;;50,48;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003401;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003402;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003403;;Serviço;;01/06/2024;;366,00;;17,57;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003404;;Serviço;;01/06/2024;;2.198,00;;105,50;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003405;;Serviço;;01/06/2024;;818,00;;39,26;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003407;;Serviço;;01/06/2024;;200,00;;9,60;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003408;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003409;;Serviço;;01/06/2024;;892,05;;42,82;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003410;;Serviço;;01/06/2024;;350,00;;16,80;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003411;;Serviço;;01/06/2024;;327,80;;15,73;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003412;;Serviço;;01/06/2024;;570,00;;27,36;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003413;;Serviço;;01/06/2024;;2.844,30;;136,53;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003414;;Serviço;;01/06/2024;;400,00;;19,20;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003415;;Serviço;;01/06/2024;;400,00;;19,20;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003416;;Serviço;;01/06/2024;;200,00;;9,60;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003417;;Serviço;;01/06/2024;;34,20;;1,64;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003418;;Serviço;;01/06/2024;;60,00;;2,88;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003419;;Serviço;;01/06/2024;;400,00;;19,20;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003421;;Serviço;;01/06/2024;;284,96;;13,68;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003422;;Serviço;;01/06/2024;;128,96;;6,19;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003423;;Serviço;;01/06/2024;;673,09;;32,31;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003424;;Serviço;;01/06/2024;;1.721,40;;82,63;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003425;;Serviço;;01/06/2024;;50,16;;2,41;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003426;;Serviço;;01/06/2024;;562,82;;27,02;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003427;;Serviço;;01/06/2024;;282,74;;13,57;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003428;;Serviço;;01/06/2024;;555,44;;26,66;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003429;;Serviço;;01/06/2024;;67,52;;3,24;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003430;;Serviço;;01/06/2024;;81,60;;3,92;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003431;;Serviço;;01/06/2024;;466,52;;22,39;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003432;;Serviço;;01/06/2024;;4.275,84;;205,24;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003434;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003435;;Serviço;;01/06/2024;;658,35;;31,60;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003436;;Serviço;;01/06/2024;;1.085,85;;52,12;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003437;;Serviço;;01/06/2024;;300,00;;14,40;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003438;;Serviço;;01/06/2024;;200,00;;9,60;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003439;;Serviço;;01/06/2024;;763,36;;36,64;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003440;;Serviço;;01/06/2024;;44,88;;2,15;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003441;;Serviço;;01/06/2024;;250,00;;12,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003442;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003443;;Serviço;;01/06/2024;;26,00;;1,25;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003444;;Serviço;;01/06/2024;;120,96;;5,81;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003445;;Serviço;;01/06/2024;;350,00;;16,80;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003446;;Serviço;;01/06/2024;;984,70;;47,27;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003447;;Serviço;;01/06/2024;;1.156,61;;55,52;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003448;;Serviço;;01/06/2024;;585,48;;28,10;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003449;;Serviço;;01/06/2024;;638,40;;30,64;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003450;;Serviço;;01/06/2024;;134,00;;6,43;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003451;;Serviço;;01/06/2024;;462,16;;22,18;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003452;;Serviço;;01/06/2024;;204,82;;9,83;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003453;;Serviço;;01/06/2024;;341,77;;16,40;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003454;;Serviço;;01/06/2024;;1.085,46;;52,10;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003455;;Serviço;;01/06/2024;;494,64;;23,74;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003456;;Serviço;;01/06/2024;;145,86;;7,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003457;;Serviço;;01/06/2024;;2.017,73;;96,85;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003458;;Serviço;;01/06/2024;;2.400,84;;115,24;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003459;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003460;;Serviço;;01/06/2024;;8.743,61;;419,69;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003461;;Serviço;;01/06/2024;;16.933,56;;812,81;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003462;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003463;;Serviço;;01/06/2024;;200,00;;9,60;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003464;;Serviço;;01/06/2024;;1.512,18;;72,58;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003465;;Serviço;;01/06/2024;;7.034,79;;337,67;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003466;;Serviço;;01/06/2024;;1.752,75;;84,13;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003467;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003469;;Serviço;;01/06/2024;;1.214,10;;58,28;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003470;;Serviço;;01/06/2024;;801,72;;38,48;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003471;;Serviço;;01/06/2024;;2.439,60;;117,10;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003472;;Serviço;;01/06/2024;;10.336,49;;496,15;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003488;;Serviço;;01/06/2024;;678,73;;32,58;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003489;;Serviço;;01/06/2024;;118,04;;5,67;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003490;;Serviço;;01/06/2024;;7.119,84;;341,75;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003491;;Serviço;;01/06/2024;;2.310,88;;110,92;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003492;;Serviço;;01/06/2024;;2.916,02;;139,97;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003493;;Serviço;;01/06/2024;;1.470,67;;70,59;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003568;;Serviço;;01/06/2024;;1.063,05;;51,03;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003570;;Serviço;;01/06/2024;;346,92;;16,65;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003572;;Serviço;;01/06/2024;;1.300,00;;62,40;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003573;;Serviço;;01/06/2024;;1.500,00;;72,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003813;;Serviço;;01/06/2024;;914,85;;43,91;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003815;;Serviço;;01/06/2024;;1.500,00;;72,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003816;;Serviço;;01/06/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003817;;Serviço;;01/06/2024;;2.296,53;;110,23;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003823;;Serviço;;01/06/2024;;1.000,00;;48,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003824;;Serviço;;01/06/2024;;1.500,00;;72,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003826;;Serviço;;01/06/2024;;1.500,00;;72,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003835;;Serviço;;01/06/2024;;1.500,00;;72,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003837;;Serviço;;01/07/2024;;1.108,80;;53,22;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003838;;Serviço;;01/07/2024;;1.579,50;;75,82;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003839;;Serviço;;01/07/2024;;3.762,78;;180,61;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003840;;Serviço;;01/07/2024;;192,28;;9,23;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003841;;Serviço;;01/07/2024;;1.020,30;;48,97;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003842;;Serviço;;01/07/2024;;183,04;;8,79;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003843;;Serviço;;01/07/2024;;1.897,72;;91,09;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003844;;Serviço;;01/07/2024;;1.042,00;;50,02;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003845;;Serviço;;01/07/2024;;9.530,40;;457,46;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003846;;Serviço;;01/07/2024;;1.786,95;;85,77;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003847;;Serviço;;01/07/2024;;1.780,92;;85,48;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003848;;Serviço;;01/07/2024;;1.574,56;;75,58;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003849;;Serviço;;01/07/2024;;1.036,32;;49,74;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003850;;Serviço;;01/07/2024;;630,24;;30,25;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003851;;Serviço;;01/07/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003852;;Serviço;;01/07/2024;;961,31;;46,14;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003853;;Serviço;;01/07/2024;;590,24;;28,33;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003854;;Serviço;;01/07/2024;;6.638,71;;318,66;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003855;;Serviço;;01/07/2024;;1.353,03;;64,95;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003856;;Serviço;;01/07/2024;;1.917,76;;92,05;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003857;;Serviço;;01/07/2024;;2.006,00;;96,29;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003858;;Serviço;;01/07/2024;;492,34;;23,63;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003859;;Serviço;;01/07/2024;;1.802,34;;86,51;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003860;;Serviço;;01/07/2024;;567,84;;27,26;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003861;;Serviço;;01/07/2024;;654,94;;31,44;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003862;;Serviço;;01/07/2024;;7.437,21;;356,99;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003863;;Serviço;;01/07/2024;;1.483,50;;71,21;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003864;;Serviço;;01/07/2024;;699,48;;33,58;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003865;;Serviço;;01/07/2024;;1.019,70;;48,95;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003866;;Serviço;;01/07/2024;;2.679,68;;128,62;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003867;;Serviço;;01/07/2024;;4.051,50;;194,47;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003868;;Serviço;;01/07/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003869;;Serviço;;01/07/2024;;705,60;;33,87;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003870;;Serviço;;01/07/2024;;91,60;;4,40;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003871;;Serviço;;01/07/2024;;555,44;;26,66;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003872;;Serviço;;01/07/2024;;461,36;;22,15;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003873;;Serviço;;01/07/2024;;210,68;;10,11;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003874;;Serviço;;01/07/2024;;4.174,25;;200,36;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003875;;Serviço;;01/07/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003876;;Serviço;;01/07/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003877;;Serviço;;01/07/2024;;4.795,90;;230,20;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003878;;Serviço;;01/07/2024;;19.535,46;;937,70;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003879;;Serviço;;01/07/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003880;;Serviço;;01/07/2024;;2.356,00;;113,09;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003881;;Serviço;;01/07/2024;;1.086,00;;52,13;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003882;;Serviço;;01/07/2024;;4.728,15;;226,95;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003883;;Serviço;;01/07/2024;;506,00;;24,29;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003884;;Serviço;;01/07/2024;;320,96;;15,41;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003885;;Serviço;;01/07/2024;;1.386,93;;66,57;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003886;;Serviço;;01/07/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003887;;Serviço;;01/07/2024;;1.209,34;;58,05;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003888;;Serviço;;01/07/2024;;350,00;;16,80;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003889;;Serviço;;01/07/2024;;9.475,92;;454,84;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003890;;Serviço;;01/07/2024;;2.200,20;;105,61;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003891;;Serviço;;01/07/2024;;1.966,50;;94,39;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003892;;Serviço;;01/07/2024;;5.324,00;;255,55;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003893;;Serviço;;01/07/2024;;9.802,32;;470,51;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003894;;Serviço;;01/07/2024;;1.149,18;;55,16;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003895;;Serviço;;01/07/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003896;;Serviço;;01/07/2024;;657,25;;31,55;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003897;;Serviço;;01/07/2024;;2.834,16;;136,04;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003898;;Serviço;;01/07/2024;;135,04;;6,48;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003899;;Serviço;;01/07/2024;;442,20;;21,23;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003900;;Serviço;;01/07/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003901;;Serviço;;01/07/2024;;1.883,70;;90,42;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003902;;Serviço;;01/07/2024;;290,44;;13,94;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003903;;Serviço;;01/07/2024;;427,49;;20,52;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003904;;Serviço;;01/07/2024;;1.367,08;;65,62;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003905;;Serviço;;01/07/2024;;3.826,32;;183,66;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003906;;Serviço;;01/07/2024;;252,52;;12,12;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003908;;Serviço;;01/07/2024;;852,15;;40,90;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003909;;Serviço;;01/07/2024;;1.634,00;;78,43;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003910;;Serviço;;01/07/2024;;227,52;;10,92;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003911;;Serviço;;01/07/2024;;609,96;;29,28;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003912;;Serviço;;01/07/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003913;;Serviço;;01/07/2024;;2.319,14;;111,32;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003914;;Serviço;;01/07/2024;;1.222,65;;58,69;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003915;;Serviço;;01/07/2024;;874,95;;42,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003916;;Serviço;;01/07/2024;;1.604,76;;77,03;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003917;;Serviço;;01/07/2024;;261,12;;12,53;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003919;;Serviço;;01/07/2024;;500,00;;24,00;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003920;;Serviço;;01/07/2024;;2.092,23;;100,43;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003921;;Serviço;;01/07/2024;;1.046,52;;50,23;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003922;;Serviço;;01/07/2024;;872,10;;41,86;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003923;;Serviço;;01/07/2024;;775,85;;37,24;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003924;;Serviço;;01/07/2024;;870,17;;41,77;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003925;;Serviço;;01/07/2024;;449,28;;21,57;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003926;;Serviço;;01/07/2024;;201,81;;9,69;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003927;;Serviço;;01/07/2024;;2.430,67;;116,67;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003928;;Serviço;;01/07/2024;;450,00;;21,60;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003929;;Serviço;;01/07/2024;;4.312,35;;206,99;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003930;;Serviço;;01/07/2024;;660,33;;31,70;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003931;;Serviço;;01/07/2024;;3.459,90;;166,08;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003932;;Serviço;;01/07/2024;;188,68;;9,06;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003933;;Serviço;;01/07/2024;;350,00;;16,80;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003934;;Serviço;;01/07/2024;;3.952,95;;189,74;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003935;;Serviço;;01/07/2024;;3.477,76;;166,93;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003936;;Serviço;;01/07/2024;;460,04;;22,08;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003938;;Serviço;;01/07/2024;;164,91;;7,92;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003939;;Serviço;;01/07/2024;;510,88;;24,52;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003940;;Serviço;;01/07/2024;;292,52;;14,04;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003941;;Serviço;;01/07/2024;;1.168,96;;56,11;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003942;;Serviço;;01/07/2024;;1.718,55;;82,49;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003943;;Serviço;;01/07/2024;;350,00;;16,80;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003944;;Serviço;;01/07/2024;;919,36;;44,13;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003945;;Serviço;;01/07/2024;;106,00;;5,09;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003946;;Serviço;;01/07/2024;;350,00;;16,80;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003947;;Serviço;;01/07/2024;;33,44;;1,61;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003948;;Serviço;;01/07/2024;;211,09;;10,13;;;;;;;;170806
;;;16;;;;;IRRF;;;;;;202400000003949;;Serviço;;01/07/2024;;16,72;;0,80;;;;;;;;170806
