202400000000003;;;12/02/2024;6480;0;0;0;0;0;0;0
202400000000005;;;12/02/2024;6480;0;0;0;0;0;0;0
202400000000006;;;06/02/2024;5760;0;0;0;0;0;0;0
202400000000007;;;12/02/2024;6480;0;0;0;0;0;0;0
202400000000008;;;12/02/2024;3900;0;0;0;0;0;0;0
202400000000009;;;12/02/2024;6240;0;0;0;0;0;0;0
202400000000010;;;27/03/2024;7440;0;0;0;0;0;0;0
202400000000011;;;27/03/2024;2600;0;0;0;0;0;0;0
202400000000012;;;12/02/2024;4100;0;0;0;0;0;0;0
202400000000015;;;27/03/2024;3800;0;0;0;0;0;0;0
202400000000018;;;27/03/2024;3900;0;0;0;0;0;0;0
202400000000019;;;12/02/2024;6120;0;0;0;0;0;0;0
202400000000021;;;12/02/2024;5760;0;0;0;0;0;0;0
202400000000023;;;27/03/2024;2800;0;0;0;0;0;0;0
202400000000024;;;12/02/2024;5760;0;0;0;0;0;0;0
202400000000025;;;27/03/2024;3000;0;0;0;0;0;0;0
202400000000026;;;12/02/2024;6480;0;0;0;0;0;0;0
202400000000027;;;12/02/2024;4100;0;0;0;0;0;0;0
202400000000029;;;21/02/2024;7050;0;0;0;0;0;0;0
202400000000031;;;25/03/2024;1400;0;0;0;0;0;0;0
202400000000033;;;27/03/2024;3400;0;0;0;0;0;0;0
202400000000034;;;12/02/2024;6480;0;0;0;0;0;0;0
202400000000035;;;12/02/2024;6480;0;0;0;0;0;0;0
202400000000038;;;09/02/2024;5035;0;0;0;0;0;0;0
202400000000039;;;09/02/2024;3040;0;0;0;0;0;0;0
202400000000040;;;09/02/2024;8835;0;0;0;0;0;0;0
202400000000041;;;09/02/2024;4560;0;0;0;0;0;0;0
202400000000042;;;29/02/2024;3040;0;0;0;0;0;0;0
202400000000043;;;29/02/2024;5130;0;0;0;0;0;0;0
202400000000047;;;27/03/2024;6480;0;0;0;0;0;0;0
202400000000052;;;06/03/2024;1050;0;0;0;0;0;0;0
202400000000053;;;27/03/2024;4320;0;0;0;0;0;0;0
202400000000055;;;27/03/2024;4920;0;0;0;0;0;0;0
202400000000056;;;27/03/2024;4920;0;0;0;0;0;0;0
202400000000058;;;27/03/2024;2600;0;0;0;0;0;0;0
202400000000059;;;27/03/2024;4480;0;0;0;0;0;0;0
202400000000060;;;17/04/2024;2800;0;0;0;0;0;0;0
202400000000062;;;27/03/2024;6480;0;0;0;0;0;0;0
202400000000065;;;27/03/2024;5500;0;0;0;0;0;0;0
202400000000066;;;27/03/2024;14400;0;0;0;0;0;0;0
202400000000067;;;09/04/2024;6700;0;0;0;0;0;0;0
202400000000068;;;27/03/2024;5760;0;0;0;0;0;0;0
202400000000069;;;17/04/2024;5360;0;0;0;0;0;0;0
202400000000070;;;27/03/2024;28080;0;0;0;0;0;0;0
202400000000072;;;27/03/2024;6120;0;0;0;0;0;0;0
202400000000073;;;27/03/2024;5760;0;0;0;0;0;0;0
202400000000074;;;27/03/2024;7220;0;0;0;0;0;0;0
202400000000075;;;27/03/2024;9480;0;0;0;0;0;0;0
202400000000076;;;27/03/2024;2400;0;0;0;0;0;0;0
202400000000077;;;27/03/2024;6480;0;0;0;0;0;0;0
202400000000078;;;27/03/2024;6480;0;0;0;0;0;0;0
202400000000079;;;08/04/2024;3900;0;0;0;0;0;0;0
202400000000080;;;27/03/2024;6480;0;0;0;0;0;0;0
202400000000084;;;27/03/2024;4100;0;0;0;0;0;0;0
202400000000085;;;08/04/2024;6480;0;0;0;0;0;0;0
202400000000086;;;27/03/2024;6700;0;0;0;0;0;0;0
202400000000087;;;08/04/2024;2800;0;0;0;0;0;0;0
202400000000088;;;27/03/2024;2600;0;0;0;0;0;0;0
202400000000092;;;15/03/2024;8920;0;0;0;0;0;0;0
202400000000093;;;17/04/2024;7570;0;0;0;0;0;0;0
202400000000094;;;25/03/2024;1350;0;0;0;0;0;0;0
202400000000095;;;25/03/2024;1770;0;0;0;0;0;0;0
202400000000097;;;22/05/2024;750;0;0;0;0;0;0;0
